384,478367,8,12,9,-22,-10,569,-545,-579,1114,-535,0,0,0
385,479616,14,2,16,-25,-258,645,-376,-903,1021,-118,0,0,0
386,480865,21,-6,20,-26,-468,616,-149,-1084,765,319,0,0,0
387,482114,26,-14,21,-24,-609,495,100,-1104,395,709,0,0,0
388,483363,28,-19,19,-20,-652,304,339,-956,-35,991,0,0,0
389,484612,30,-21,15,-15,-590,68,524,-658,-456,1114,0,0,0
390,485861,33,-22,8,-11,-435,-186,627,-249,-813,1062,0,0,0
391,487110,42,-21,-2,-10,-216,-412,629,196,-1041,845,0,0,0
392,488359,40,-12,-12,-7,6,-570,541,576,-1111,535,0,0,0
393,489608,23,0,-15,0,246,-642,375,888,-1017,129,0,0,0
394,490857,9,12,-16,2,459,-615,147,1074,-762,-312,0,0,0
395,492106,1,22,-17,2,603,-497,-99,1100,-398,-702,0,0,0
396,493355,-3,26,-15,0,648,-308,-337,956,29,-985,0,0,0
397,494604,-5,28,-9,-4,593,-73,-524,666,451,-1117,0,0,0
398,495853,-3,27,-4,-10,450,179,-633,271,812,-1083,0,0,0
399,497102,1,21,1,-16,238,403,-638,-165,1041,-876,0,0,0
400,498351,7,12,9,-20,-5,568,-545,-573,1113,-540,0,0,0
401,499600,13,2,15,-24,-253,644,-377,-897,1021,-124,0,0,0
402,500849,20,-5,19,-25,-462,615,-150,-1077,765,312,0,0,0
403,502098,25,-14,21,-23,-605,494,99,-1099,395,704,0,0,0
404,503347,27,-19,19,-19,-647,303,337,-950,-34,984,0,0,0
405,504596,29,-21,15,-15,-586,67,523,-653,-456,1109,0,0,0
406,505845,31,-22,8,-10,-433,-187,627,-246,-814,1060,0,0,0
407,507094,39,-20,-2,-8,-213,-413,628,200,-1041,841,0,0,0
408,508343,37,-12,-11,-5,10,-571,541,581,-1112,531,0,0,0
409,509592,21,0,-14,1,251,-643,374,894,-1017,123,0,0,0
410,510841,7,12,-15,4,463,-616,146,1079,-762,-317,0,0,0
411,512090,0,21,-16,3,606,-497,-100,1103,-397,-706,0,0,0
412,513339,-4,26,-14,1,652,-308,-338,960,30,-990,0,0,0
413,514588,-6,27,-10,-3,596,-74,-525,670,451,-1121,0,0,0
414,515837,-4,27,-5,-9,453,179,-633,274,812,-1086,0,0,0
415,517086,0,21,0,-14,241,403,-639,-162,1042,-880,0,0,0
416,518335,6,12,8,-19,-2,568,-546,-570,1114,-544,0,0,0
417,519584,13,3,15,-22,-251,644,-377,-895,1021,-126,0,0,0
418,520833,19,-5,18,-24,-460,616,-150,-1076,766,310,0,0,0
419,522082,24,-13,20,-22,-602,495,98,-1097,397,700,0,0,0
420,523331,26,-18,19,-18,-645,303,337,-948,-34,982,0,0,0
421,524580,27,-20,15,-14,-586,67,523,-653,-456,1109,0,0,0
422,525829,29,-21,9,-8,-433,-186,627,-247,-813,1060,0,0,0
423,527078,37,-20,-1,-7,-213,-413,629,200,-1042,842,0,0,0
424,528327,35,-12,-9,-4,11,-571,541,582,-1112,530,0,0,0
425,529576,19,0,-13,2,253,-644,374,897,-1018,121,0,0,0
426,530825,6,11,-14,5,465,-616,146,1081,-762,-319,0,0,0
427,532074,0,21,-16,5,608,-497,-100,1105,-397,-708,0,0,0
428,533323,-4,25,-14,2,652,-308,-338,960,30,-990,0,0,0
429,534572,-6,27,-10,-1,596,-73,-525,669,452,-1121,0,0,0
430,535821,-4,27,-5,-8,453,179,-633,274,812,-1086,0,0,0
431,537070,0,21,0,-13,241,403,-639,-162,1042,-880,0,0,0
432,538319,6,12,8,-18,0,569,-546,-569,1115,-546,0,0,0
433,539568,12,4,14,-22,-250,645,-377,-895,1022,-127,0,0,0
434,540817,18,-4,17,-23,-460,616,-150,-1076,766,310,0,0,0
435,542066,22,-12,20,-21,-603,496,99,-1099,397,702,0,0,0
436,543315,25,-17,19,-18,-646,304,338,-950,-34,984,0,0,0
437,544564,26,-20,15,-13,-587,68,523,-655,-455,1110,0,0,0
438,545813,28,-21,9,-8,-436,-186,628,-250,-814,1064,0,0,0
439,547062,35,-19,0,-6,-215,-412,630,197,-1042,845,0,0,0
440,548311,33,-12,-8,-2,10,-571,542,581,-1113,532,0,0,0
441,549560,17,0,-11,3,252,-644,375,896,-1019,123,0,0,0
442,550809,5,11,-13,6,464,-616,147,1080,-763,-317,0,0,0
443,552058,-1,20,-15,6,606,-497,-100,1103,-397,-706,0,0,0
444,553307,-5,24,-14,3,651,-308,-338,959,30,-989,0,0,0
445,554556,-7,27,-10,0,595,-73,-524,668,451,-1119,0,0,0
446,555805,-4,26,-5,-7,451,179,-633,272,812,-1084,0,0,0
447,557054,0,21,0,-12,239,404,-639,-165,1043,-878,0,0,0
448,558303,5,13,7,-17,-3,569,-546,-572,1115,-543,0,0,0
449,559552,11,4,13,-21,-252,646,-377,-898,1023,-125,0,0,0
450,560801,18,-4,17,-22,-462,617,-150,-1079,767,312,0,0,0
451,562050,22,-11,19,-20,-605,496,99,-1101,397,704,0,0,0
452,563299,24,-17,18,-17,-648,305,338,-953,-33,986,0,0,0
453,564548,25,-19,15,-12,-590,69,524,-659,-455,1114,0,0,0
454,565797,26,-20,10,-7,-439,-185,629,-254,-814,1068,0,0,0
455,567046,33,-19,0,-5,-219,-411,631,192,-1042,850,0,0,0
456,568295,31,-11,-7,-2,7,-570,543,577,-1113,536,0,0,0
457,569544,16,0,-11,4,250,-643,376,893,-1019,126,0,0,0
458,570793,4,10,-13,7,461,-616,148,1077,-764,-313,0,0,0
459,572042,-2,19,-15,6,604,-497,-99,1101,-398,-703,0,0,0
460,573291,-6,24,-14,4,649,-307,-337,956,30,-986,0,0,0
461,574540,-7,26,-10,0,592,-72,-524,664,452,-1116,0,0,0
462,575789,-5,26,-5,-6,448,180,-633,268,813,-1081,0,0,0
463,577038,0,21,0,-11,236,405,-638,-169,1043,-874,0,0,0
464,578287,5,13,7,-16,-5,570,-545,-575,1115,-540,0,0,0
465,579536,11,4,13,-20,-255,646,-376,-901,1022,-121,0,0,0
466,580785,17,-4,16,-21,-464,618,-149,-1082,767,315,0,0,0
467,582034,21,-11,19,-19,-608,498,99,-1106,399,707,0,0,0
468,583283,24,-16,18,-16,-651,306,338,-957,-32,989,0,0,0
469,584532,25,-19,15,-12,-593,70,525,-663,-455,1118,0,0,0
470,585781,25,-19,9,-6,-443,-184,630,-259,-814,1073,0,0,0
471,587030,31,-18,0,-4,-222,-410,632,188,-1042,854,0,0,0
472,588279,29,-10,-7,0,4,-570,544,574,-1114,540,0,0,0
473,589528,14,0,-11,5,248,-643,377,891,-1020,129,0,0,0
474,590777,3,11,-13,8,459,-615,149,1074,-764,-310,0,0,0
475,592026,-3,19,-15,7,602,-497,-98,1099,-399,-700,0,0,0
476,593275,-6,24,-13,5,646,-307,-336,953,29,-982,0,0,0
477,594524,-7,26,-9,0,590,-72,-523,662,451,-1113,0,0,0
478,595773,-6,25,-5,-5,446,180,-633,266,813,-1079,0,0,0
479,597022,0,21,0,-11,234,405,-638,-171,1043,-872,0,0,0
480,598271,4,12,7,-15,-7,571,-545,-578,1116,-538,0,0,0
481,599520,11,4,13,-19,-257,647,-376,-904,1023,-119,0,0,0
482,600769,17,-4,17,-20,-467,619,-149,-1086,768,318,0,0,0
483,602018,21,-12,19,-19,-610,498,100,-1108,398,710,0,0,0
484,603267,23,-16,18,-16,-654,307,339,-961,-32,993,0,0,0
485,604516,24,-19,15,-11,-595,70,525,-665,-455,1120,0,0,0
486,605765,25,-19,9,-6,-446,-183,631,-263,-814,1077,0,0,0
487,607014,30,-17,0,-4,-225,-410,633,185,-1043,858,0,0,0
488,608263,27,-10,-7,0,1,-570,545,571,-1115,544,0,0,0
489,609512,13,0,-10,5,246,-643,377,889,-1020,131,0,0,0
490,610761,2,11,-12,8,457,-615,149,1072,-764,-308,0,0,0
491,612010,-3,19,-14,7,601,-497,-98,1098,-399,-699,0,0,0
492,613259,-7,24,-13,5,645,-307,-336,952,29,-981,0,0,0
493,614508,-8,25,-8,1,589,-72,-523,661,451,-1112,0,0,0
494,615757,-6,25,-4,-5,445,180,-632,265,812,-1077,0,0,0
495,617006,0,20,0,-10,233,405,-638,-172,1043,-871,0,0,0
496,618255,4,12,8,-15,-9,571,-545,-580,1116,-536,0,0,0
497,619504,10,3,13,-18,-259,647,-376,-906,1023,-117,0,0,0
498,620753,17,-4,16,-19,-468,619,-149,-1087,768,319,0,0,0
499,622002,21,-12,18,-18,-611,498,100,-1109,398,711,0,0,0
500,623251,23,-16,18,-15,-655,307,339,-962,-32,994,0,0,0
501,624500,24,-18,14,-10,-596,71,525,-667,-454,1121,0,0,0
502,625749,24,-18,8,-5,-447,-182,631,-265,-813,1078,0,0,0
503,626998,29,-16,0,-3,-226,-409,634,183,-1043,860,0,0,0
504,628247,26,-9,-7,0,1,-570,545,571,-1115,544,0,0,0
505,629496,12,1,-10,6,246,-644,377,890,-1021,131,0,0,0
506,630745,1,11,-12,8,457,-616,150,1073,-766,-307,0,0,0
507,631994,-4,19,-14,8,600,-497,-97,1097,-400,-697,0,0,0
508,633243,-8,24,-12,5,645,-307,-336,952,29,-981,0,0,0
509,634492,-9,25,-8,1,589,-72,-523,661,451,-1112,0,0,0
510,635741,-6,25,-3,-5,445,180,-632,265,812,-1077,0,0,0
511,636990,-1,19,1,-10,233,405,-638,-172,1043,-871,0,0,0
512,638239,4,11,8,-14,-9,571,-546,-580,1117,-537,0,0,0
513,639488,10,3,13,-18,-259,647,-376,-906,1023,-117,0,0,0
514,640737,16,-4,17,-19,-468,619,-149,-1087,768,319,0,0,0
515,641986,21,-12,18,-17,-611,498,99,-1109,399,710,0,0,0
516,643235,23,-16,17,-14,-655,307,339,-962,-32,994,0,0,0
517,644484,23,-18,13,-10,-595,71,525,-666,-454,1120,0,0,0
518,645733,23,-18,8,-5,-447,-182,631,-265,-813,1078,0,0,0
519,646982,28,-16,0,-2,-227,-409,634,182,-1043,861,0,0,0
520,648231,25,-8,-7,0,1,-570,545,571,-1115,544,0,0,0
521,649480,11,2,-10,6,247,-644,377,891,-1021,130,0,0,0
522,650729,0,12,-12,8,457,-616,149,1073,-765,-308,0,0,0
523,651978,-5,19,-13,8,601,-498,-98,1099,-400,-699,0,0,0
524,653227,-8,23,-12,6,646,-308,-336,954,28,-982,0,0,0
525,654476,-9,25,-8,1,590,-73,-523,663,450,-1113,0,0,0
526,655725,-7,24,-3,-4,446,179,-633,267,812,-1079,0,0,0
527,656974,-1,19,1,-9,234,405,-639,-171,1044,-873,0,0,0
528,658223,3,11,8,-14,-8,570,-546,-578,1116,-538,0,0,0
529,659472,10,2,14,-17,-258,647,-377,-905,1024,-119,0,0,0
530,660721,16,-5,16,-18,-467,619,-150,-1086,769,317,0,0,0
531,661970,20,-12,18,-17,-610,498,99,-1108,399,709,0,0,0
532,663219,22,-16,17,-14,-654,307,338,-961,-31,992,0,0,0
533,664468,23,-18,13,-9,-595,71,525,-666,-454,1120,0,0,0
534,665717,23,-18,8,-4,-447,-182,631,-265,-813,1078,0,0,0
535,666966,27,-15,0,-2,-226,-409,634,183,-1043,860,0,0,0
536,668215,23,-7,-7,1,2,-570,545,572,-1115,543,0,0,0
537,669464,10,2,-10,6,248,-645,377,893,-1022,129,0,0,0
538,670713,0,12,-12,9,459,-617,149,1076,-766,-310,0,0,0
539,671962,-5,20,-13,8,602,-499,-98,1101,-401,-700,0,0,0
540,673211,-8,23,-11,6,647,-309,-337,956,28,-984,0,0,0
541,674460,-9,25,-7,1,591,-73,-524,664,451,-1115,0,0,0
542,675709,-7,24,-3,-4,448,179,-633,269,812,-1081,0,0,0
543,676958,-2,19,1,-9,235,404,-639,-169,1043,-874,0,0,0
544,678207,3,11,8,-14,-7,570,-546,-577,1116,-539,0,0,0
