0000000067,0000013200,-85960,087262,-01337,004323,-01465,-03006,0,0
0000000068,0000013400,-89006,084024,004946,004088,-01166,-03076,0,0
0000000069,0000013600,-91698,080454,011208,003841,-00873,-03125,0,0
0000000070,0000013800,-94026,076566,017425,003579,-00589,-03156,0,0
0000000071,0000014000,-95985,072376,023574,003307,-00311,-03168,0,0
0000000072,0000014200,-97566,067899,029629,003026,-00046,-03156,0,0
0000000073,0000014400,-98762,063156,035571,002733,000210,-03128,0,0
0000000074,0000014600,-99568,058163,041369,002437,000454,-03079,0,0
0000000075,0000014800,-99980,052939,047003,002129,000686,-03009,0,0
0000000076,0000015000,-99999,047509,052453,001821,000902,-02921,0,0
0000000077,0000015200,-99623,041888,057696,001504,001104,-02814,0,0
0000000078,0000015400,-98851,036105,062711,001186,001293,-02689,0,0
0000000079,0000015600,-97691,030178,067481,000869,001464,-02545,0,0
0000000080,0000015800,-96147,024133,071982,000548,001616,-02387,0,0
0000000081,0000016000,-94222,017992,076200,000228,001754,-02206,0,0
0000000082,0000016200,-91927,011779,080115,-00089,001873,-02014,0,0
0000000083,0000016400,-89265,005520,083716,-00403,001974,-01807,0,0
0000000084,0000016600,-86253,-00760,086985,-00711,002056,-01581,0,0
0000000085,0000016800,-82902,-07038,089911,-01016,002117,-01346,0,0
0000000086,0000017000,-79222,-13288,092484,-01312,002160,-01096,0,0
0000000087,0000017200,-75230,-19483,094690,-01599,002184,-00833,0,0
0000000088,0000017400,-70943,-25605,096525,-01880,002187,-00562,0,0
0000000089,0000017600,-66374,-31623,097977,-02148,002172,-00278,0,0
0000000090,0000017800,-61543,-37519,099042,-02405,002135,000011,0,0
0000000091,0000018000,-56468,-43265,099717,-02649,002080,000307,0,0
0000000092,0000018200,-51173,-48841,099998,-02881,002007,000612,0,0
0000000093,0000018400,-45674,-54221,099885,-03098,001912,000921,0,0
0000000094,0000018600,-39995,-59391,099375,-03299,001800,001232,0,0
0000000095,0000018800,-34160,-64326,098478,-03485,001671,001549,0,0
0000000096,0000019000,-28188,-69007,097187,-03653,001522,001864,0,0
0000000097,0000019200,-22105,-73414,095514,-03806,001357,002181,0,0
0000000098,0000019400,-15935,-77534,093467,-03940,001177,002495,0,0
0000000099,0000019600,-09703,-81346,091050,-04056,000979,002810,0,0
0000000100,0000019800,-03432,-84837,088272,-04150,000768,003118,0,0
0000000101,0000020000,002851,-87996,085147,-04227,000542,003423,0,0
0000000102,0000020200,009125,-90803,081684,-04285,000301,003719,0,0
0000000103,0000020400,015363,-93257,077899,-04321,000051,004012,0,0
0000000104,0000020600,021540,-95338,073810,-04340,-00211,004293,0,0
0000000105,0000020800,027631,-97044,069425,-04337,-00482,004565,0,0
0000000106,0000021000,033613,-98369,064771,-04312,-00766,004827,0,0
0000000107,0000021200,039463,-99306,059857,-04269,-01056,005077,0,0
0000000108,0000021400,045157,-99849,054709,-04208,-01352,005315,0,0
0000000109,0000021600,050672,-99999,049344,-04126,-01654,005541,0,0
0000000110,0000021800,055988,-99754,043783,-04022,-01962,005749,0,0
0000000111,0000022000,061085,-99113,038052,-03903,-02274,005944,0,0
0000000112,0000022200,065937,-98085,032171,-03763,-02585,006121,0,0
0000000113,0000022400,070530,-96669,026162,-03607,-02899,006283,0,0
0000000114,0000022600,074845,-94868,020049,-03433,-03211,006429,0,0
0000000115,0000022800,078867,-92696,013857,-03241,-03525,006554,0,0
0000000116,0000023000,082575,-90159,007610,-03037,-03833,006661,0,0
0000000117,0000023200,085956,-87263,001336,-02814,-04135,006750,0,0
0000000118,0000023400,089002,-84025,-04947,-02579,-04434,006820,0,0
0000000119,0000023600,091694,-80455,-11209,-02332,-04727,006869,0,0
0000000120,0000023800,094022,-76567,-17426,-02069,-05014,006899,0,0
0000000121,0000024000,095981,-72377,-23575,-01798,-05289,006911,0,0
0000000122,0000024200,097562,-67900,-29630,-01517,-05557,006899,0,0
0000000123,0000024400,098758,-63157,-35572,-01227,-05814,006872,0,0
0000000124,0000024600,099564,-58164,-41370,-00928,-06055,006823,0,0
0000000125,0000024800,099976,-52940,-47004,-00623,-06287,006753,0,0
0000000126,0000025000,099994,-47511,-52454,-00311,-06503,006664,0,0
0000000127,0000025200,099619,-41889,-57697,000002,-06708,006557,0,0
0000000128,0000025400,098847,-36106,-62712,000322,-06894,006432,0,0
0000000129,0000025600,097687,-30179,-67482,000640,-07065,006289,0,0
0000000130,0000025800,096143,-24134,-71983,000960,-07221,006130,0,0
0000000131,0000026000,094217,-17993,-76201,001281,-07358,005953,0,0
0000000132,0000026200,091923,-11780,-80116,001598,-07474,005758,0,0
0000000133,0000026400,089261,-05521,-83717,001912,-07575,005550,0,0
0000000134,0000026600,086249,000759,-86986,002221,-07657,005324,0,0
0000000135,0000026800,082898,007036,-89912,002523,-07721,005089,0,0
0000000136,0000027000,079218,013287,-92485,002822,-07764,004839,0,0
0000000137,0000027200,075226,019482,-94691,003109,-07785,004577,0,0
0000000138,0000027400,070939,025604,-96526,003387,-07788,004305,0,0
0000000139,0000027600,066370,031622,-97978,003655,-07773,004021,0,0
0000000140,0000027800,061539,037518,-99043,003914,-07739,003731,0,0
0000000141,0000028000,056464,043264,-99718,004159,-07681,003435,0,0
0000000142,0000028200,051169,048840,-99999,004391,-07608,003130,0,0
0000000143,0000028400,045670,054220,-99886,004607,-07517,002822,0,0
0000000144,0000028600,039991,059390,-99376,004809,-07404,002511,0,0
0000000145,0000028800,034156,064325,-98479,004995,-07272,002193,0,0
0000000146,0000029000,028184,069006,-97188,005163,-07126,001879,0,0
0000000147,0000029200,022101,073413,-95515,005315,-06961,001562,0,0
0000000148,0000029400,015931,077533,-93468,005450,-06778,001247,0,0
0000000149,0000029600,009699,081345,-91051,005562,-06583,000933,0,0
0000000150,0000029800,003428,084836,-88273,005660,-06369,000625,0,0
0000000151,0000030000,-02855,087995,-85148,005736,-06143,000319,0,0
0000000152,0000030200,-09129,090802,-81685,005794,-05905,000023,0,0
0000000153,0000030400,-15367,093256,-77900,005831,-05655,-00269,0,0
0000000154,0000030600,-21544,095337,-73811,005849,-05393,-00549,0,0
0000000155,0000030800,-27635,097043,-69426,005846,-05118,-00821,0,0
0000000156,0000031000,-33617,098368,-64772,005822,-04837,-01083,0,0
0000000157,0000031200,-39467,099305,-59858,005779,-04547,-01334,0,0
0000000158,0000031400,-45161,099848,-54710,005715,-04248,-01572,0,0
0000000159,0000031600,-50676,099997,-49345,005633,-03946,-01798,0,0
0000000160,0000031800,-55992,099753,-43784,005532,-03641,-02005,0,0
0000000161,0000032000,-61089,099112,-38053,005413,-03330,-02200,0,0
0000000162,0000032200,-65941,098084,-32172,005273,-03015,-02377,0,0
0000000163,0000032400,-70534,096668,-26163,005117,-02704,-02539,0,0
0000000164,0000032600,-74849,094867,-20050,004943,-02390,-02686,0,0
0000000165,0000032800,-78871,092694,-13858,004751,-02078,-02811,0,0
0000000166,0000033000,-82579,090158,-07611,004546,-01770,-02918,0,0
0000000167,0000033200,-85960,087262,-01337,004323,-01465,-03006,0,0
0000000168,0000033400,-89006,084024,004946,004088,-01166,-03076,0,0
0000000169,0000033600,-91698,080454,011208,003841,-00873,-03125,0,0
0000000170,0000033800,-94026,076566,017425,003579,-00589,-03156,0,0
0000000171,0000034000,-95985,072376,023574,003307,-00311,-03168,0,0
0000000172,0000034200,-97566,067899,029629,003026,-00046,-03156,0,0
0000000173,0000034400,-98762,063156,035571,002733,000210,-03128,0,0
0000000174,0000034600,-99568,058163,041369,002437,000454,-03079,0,0
0000000175,0000034800,-99980,052939,047003,002129,000686,-03009,0,0
0000000176,0000035000,-99998,047509,052453,001821,000902,-02921,0,0
0000000177,0000035200,-99623,041888,057696,001504,001104,-02814,0,0
0000000178,0000035400,-98851,036105,062711,001186,001293,-02689,0,0
0000000179,0000035600,-97691,030178,067481,000869,001464,-02545,0,0
0000000180,0000035800,-96147,024133,071982,000548,001616,-02387,0,0
0000000181,0000036000,-94221,017992,076200,000228,001754,-02206,0,0
0000000182,0000036200,-91927,011779,080115,-00089,001873,-02014,0,0
0000000183,0000036400,-89265,005520,083716,-00403,001974,-01807,0,0
0000000184,0000036600,-86253,-00760,086985,-00711,002056,-01581,0,0
0000000185,0000036800,-82902,-07038,089911,-01016,002117,-01346,0,0
0000000186,0000037000,-79222,-13288,092484,-01312,002160,-01096,0,0
0000000187,0000037200,-75230,-19483,094690,-01599,002184,-00833,0,0
0000000188,0000037400,-70943,-25605,096525,-01880,002187,-00562,0,0
0000000189,0000037600,-66374,-31623,097977,-02148,002172,-00278,0,0
0000000190,0000037800,-61543,-37519,099042,-02405,002135,000011,0,0
0000000191,0000038000,-56468,-43265,099717,-02649,002080,000307,0,0
0000000192,0000038200,-51173,-48841,099998,-02881,002007,000612,0,0
0000000193,0000038400,-45674,-54221,099885,-03098,001912,000921,0,0
0000000194,0000038600,-39995,-59391,099375,-03299,001800,001232,0,0
0000000195,0000038800,-34160,-64326,098478,-03485,001671,001549,0,0
0000000196,0000039000,-28188,-69007,097187,-03653,001522,001864,0,0
0000000197,0000039200,-22105,-73414,095514,-03806,001357,002181,0,0
0000000198,0000039400,-15935,-77534,093467,-03940,001177,002495,0,0
0000000199,0000039600,-09703,-81346,091050,-04056,000979,002810,0,0
0000000200,0000039800,-03432,-84837,088272,-04150,000768,003118,0,0
0000000201,0000040000,002851,-87996,085147,-04227,000542,003423,0,0
0000000202,0000040200,009125,-90803,081684,-04285,000301,003719,0,0
0000000203,0000040400,015363,-93257,077899,-04321,000051,004012,0,0
0000000204,0000040600,021540,-95338,073810,-04340,-00211,004293,0,0
0000000205,0000040800,027631,-97044,069425,-04337,-00482,004565,0,0
0000000206,0000041000,033613,-98369,064771,-04312,-00766,004827,0,0
0000000207,0000041200,039463,-99306,059857,-04269,-01056,005077,0,0
0000000208,0000041400,045157,-99849,054709,-04208,-01352,005315,0,0
0000000209,0000041600,050672,-99999,049344,-04126,-01654,005541,0,0
0000000210,0000041800,055988,-99754,043783,-04022,-01962,005749,0,0
0000000211,0000042000,061085,-99113,038052,-03903,-02274,005944,0,0
0000000212,0000042200,065937,-98085,032171,-03763,-02585,006121,0,0
0000000213,0000042400,070530,-96669,026162,-03607,-02899,006283,0,0
0000000214,0000042600,074845,-94868,020049,-03433,-03211,006429,0,0
0000000215,0000042800,078867,-92696,013857,-03241,-03525,006554,0,0
0000000216,0000043000,082575,-90159,007610,-03037,-03833,006661,0,0
0000000217,0000043200,085956,-87263,001336,-02814,-04135,006750,0,0
0000000218,0000043400,089002,-84025,-04947,-02579,-04434,006820,0,0
0000000219,0000043600,091694,-80455,-11209,-02332,-04727,006869,0,0
0000000220,0000043800,094022,-76567,-17426,-02069,-05014,006899,0,0
0000000221,0000044000,095981,-72377,-23575,-01798,-05289,006911,0,0
0000000222,0000044200,097562,-67900,-29630,-01517,-05557,006899,0,0
0000000223,0000044400,098758,-63157,-35572,-01227,-05814,006872,0,0
0000000224,0000044600,099564,-58164,-41370,-00928,-06055,006823,0,0
0000000225,0000044800,099976,-52940,-47004,-00623,-06287,006753,0,0
0000000226,0000045000,099994,-47511,-52454,-00311,-06503,006664,0,0
0000000227,0000045200,099619,-41889,-57697,000002,-06708,006557,0,0
0000000228,0000045400,098847,-36106,-62712,000322,-06894,006432,0,0
0000000229,0000045600,097687,-30179,-67482,000640,-07065,006289,0,0
0000000230,0000045800,096143,-24134,-71983,000960,-07221,006130,0,0
0000000231,0000046000,094217,-17993,-76201,001281,-07358,005953,0,0
0000000232,0000046200,091923,-11780,-80116,001598,-07474,005758,0,0
0000000233,0000046400,089261,-05521,-83717,001912,-07575,005550,0,0
0000000234,0000046600,086249,000759,-86986,002221,-07657,005324,0,0
0000000235,0000046800,082898,007036,-89912,002523,-07721,005089,0,0
0000000236,0000047000,079218,013287,-92485,002822,-07764,004839,0,0
0000000237,0000047200,075226,019482,-94691,003109,-07785,004577,0,0
0000000238,0000047400,070939,025604,-96526,003387,-07788,004305,0,0
0000000239,0000047600,066370,031622,-97978,003655,-07773,004021,0,0
0000000240,0000047800,061539,037518,-99043,003914,-07739,003731,0,0
0000000241,0000048000,056464,043264,-99718,004159,-07681,003435,0,0
0000000242,0000048200,051169,048840,-99999,004391,-07608,003130,0,0
0000000243,0000048400,045670,054220,-99886,004607,-07517,002822,0,0
0000000244,0000048600,039991,059390,-99376,004809,-07404,002511,0,0
0000000245,0000048800,034156,064325,-98479,004995,-07272,002193,0,0
0000000246,0000049000,028184,069006,-97188,005163,-07126,001879,0,0
0000000247,0000049200,022101,073413,-95515,005315,-06961,001562,0,0
0000000248,0000049400,015931,077533,-93468,005450,-06778,001247,0,0
0000000249,0000049600,009699,081345,-91051,005562,-06583,000933,0,0
0000000250,0000049800,003428,084836,-88273,005660,-06369,000625,0,0
0000000251,0000050000,-02855,087995,-85148,005736,-06143,000319,0,0
0000000252,0000050200,-09129,090802,-81685,005794,-05905,000023,0,0
0000000253,0000050400,-15367,093256,-77900,005831,-05655,-00269,0,0
0000000254,0000050600,-21544,095337,-73811,005849,-05393,-00549,0,0
0000000255,0000050800,-27635,097043,-69426,005846,-05118,-00821,0,0
0000000256,0000051000,-33617,098368,-64772,005822,-04837,-01083,0,0
0000000257,0000051200,-39467,099305,-59858,005779,-04547,-01334,0,0
0000000258,0000051400,-45161,099848,-54710,005715,-04248,-01572,0,0
0000000259,0000051600,-50676,099997,-49345,005633,-03946,-01798,0,0
0000000260,0000051800,-55992,099753,-43784,005532,-03641,-02005,0,0
0000000261,0000052000,-61089,099112,-38053,005413,-03330,-02200,0,0
0000000262,0000052200,-65941,098084,-32172,005273,-03015,-02377,0,0
0000000263,0000052400,-70534,096668,-26163,005117,-02704,-02539,0,0
0000000264,0000052600,-74849,094867,-20050,004943,-02390,-02686,0,0
0000000265,0000052800,-78871,092694,-13858,004751,-02078,-02811,0,0
0000000266,0000053000,-82579,090158,-07611,004546,-01770,-02918,0,0
0000000267,0000053200,-85960,087262,-01337,004323,-01465,-03006,0,0
0000000268,0000053400,-89006,084024,004946,004088,-01166,-03076,0,0
0000000269,0000053600,-91698,080454,011208,003841,-00873,-03125,0,0
0000000270,0000053800,-94026,076566,017425,003579,-00589,-03156,0,0
0000000271,0000054000,-95985,072376,023574,003307,-00311,-03168,0,0
0000000272,0000054200,-97566,067899,029629,003026,-00046,-03156,0,0
0000000273,0000054400,-98762,063156,035571,002733,000210,-03128,0,0
0000000274,0000054600,-99568,058163,041369,002437,000454,-03079,0,0
0000000275,0000054800,-99980,052939,047003,002129,000686,-03009,0,0
0000000276,0000055000,-99998,047509,052453,001821,000902,-02921,0,0
0000000277,0000055200,-99623,041888,057696,001504,001104,-02814,0,0
0000000278,0000055400,-98851,036105,062711,001186,001293,-02689,0,0
0000000279,0000055600,-97691,030178,067481,000869,001464,-02545,0,0
0000000280,0000055800,-96147,024133,071982,000548,001616,-02387,0,0
0000000281,0000056000,-94221,017992,076200,000228,001754,-02206,0,0
0000000282,0000056200,-91927,011779,080115,-00089,001873,-02014,0,0
0000000283,0000056400,-89265,005520,083716,-00403,001974,-01807,0,0
0000000284,0000056600,-86253,-00760,086985,-00711,002056,-01581,0,0
0000000285,0000056800,-82902,-07038,089911,-01016,002117,-01346,0,0
0000000286,0000057000,-79222,-13288,092484,-01312,002160,-01096,0,0
0000000287,0000057200,-75230,-19483,094690,-01599,002184,-00833,0,0
0000000288,0000057400,-70943,-25605,096525,-01880,002187,-00562,0,0
0000000289,0000057600,-66374,-31623,097977,-02148,002172,-00278,0,0
0000000290,0000057800,-61543,-37519,099042,-02405,002135,000011,0,0
0000000291,0000058000,-56468,-43265,099717,-02649,002080,000307,0,0
0000000292,0000058200,-51173,-48841,099998,-02881,002007,000612,0,0
0000000293,0000058400,-45674,-54221,099885,-03098,001912,000921,0,0
0000000294,0000058600,-39995,-59391,099375,-03299,001800,001232,0,0
0000000295,0000058800,-34160,-64326,098478,-03485,001671,001549,0,0
0000000296,0000059000,-28188,-69007,097187,-03653,001522,001864,0,0
0000000297,0000059200,-22105,-73414,095514,-03806,001357,002181,0,0
0000000298,0000059400,-15935,-77534,093467,-03940,001177,002495,0,0
0000000299,0000059600,-09703,-81346,091050,-04056,000979,002810,0,0
0000000300,0000059800,-03432,-84837,088272,-04150,000768,003118,0,0
0000000301,0000060000,002851,-87996,085147,-04227,000542,003423,0,0
0000000302,0000060200,009125,-90803,081684,-04285,000301,003719,0,0
0000000303,0000060400,015363,-93257,077899,-04321,000051,004012,0,0
0000000304,0000060600,021540,-95338,073810,-04340,-00211,004293,0,0
0000000305,0000060800,027631,-97044,069425,-04337,-00482,004565,0,0
0000000306,0000061000,033613,-98369,064771,-04312,-00766,004827,0,0
0000000307,0000061200,039463,-99306,059857,-04269,-01056,005077,0,0
0000000308,0000061400,045157,-99849,054709,-04208,-01352,005315,0,0
0000000309,0000061600,050672,-99999,049344,-04126,-01654,005541,0,0
0000000310,0000061800,055988,-99754,043783,-04022,-01962,005749,0,0
0000000311,0000062000,061085,-99113,038052,-03903,-02274,005944,0,0
0000000312,0000062200,065937,-98085,032171,-03763,-02585,006121,0,0
0000000313,0000062400,070530,-96669,026162,-03607,-02899,006283,0,0
0000000314,0000062600,074845,-94868,020049,-03433,-03211,006429,0,0
0000000315,0000062800,078867,-92696,013857,-03241,-03525,006554,0,0
0000000316,0000063000,082575,-90159,007610,-03037,-03833,006661,0,0
0000000317,0000063200,085956,-87263,001336,-02814,-04135,006750,0,0
0000000318,0000063400,089002,-84025,-04947,-02579,-04434,006820,0,0
0000000319,0000063600,091694,-80455,-11209,-02332,-04727,006869,0,0
0000000320,0000063800,094022,-76567,-17426,-02069,-05014,006899,0,0
0000000321,0000064000,095981,-72377,-23575,-01798,-05289,006911,0,0
0000000322,0000064200,097562,-67900,-29630,-01517,-05557,006899,0,0
0000000323,0000064400,098758,-63157,-35572,-01227,-05814,006872,0,0
0000000324,0000064600,099564,-58164,-41370,-00928,-06055,006823,0,0
0000000325,0000064800,099976,-52940,-47004,-00623,-06287,006753,0,0
0000000326,0000065000,099994,-47511,-52454,-00311,-06503,006664,0,0
0000000327,0000065200,099619,-41889,-57697,000002,-06708,006557,0,0
0000000328,0000065400,098847,-36106,-62712,000322,-06894,006432,0,0
0000000329,0000065600,097687,-30179,-67482,000640,-07065,006289,0,0
0000000330,0000065800,096143,-24134,-71983,000960,-07221,006130,0,0
0000000331,0000066000,094217,-17993,-76201,001281,-07358,005953,0,0
0000000332,0000066200,091923,-11780,-80116,001598,-07474,005758,0,0
0000000333,0000066400,089261,-05521,-83717,001912,-07575,005550,0,0
0000000334,0000066600,086249,000759,-86986,002221,-07657,005324,0,0
0000000335,0000066800,082898,007036,-89912,002523,-07721,005089,0,0
0000000336,0000067000,079218,013287,-92485,002822,-07764,004839,0,0
0000000337,0000067200,075226,019482,-94691,003109,-07785,004577,0,0
0000000338,0000067400,070939,025604,-96526,003387,-07788,004305,0,0
0000000339,0000067600,066370,031622,-97978,003655,-07773,004021,0,0
0000000340,0000067800,061539,037518,-99043,003914,-07739,003731,0,0
0000000341,0000068000,056464,043264,-99718,004159,-07681,003435,0,0
0000000342,0000068200,051169,048840,-99999,004391,-07608,003130,0,0
0000000343,0000068400,045670,054220,-99886,004607,-07517,002822,0,0
0000000344,0000068600,039991,059390,-99376,004809,-07404,002511,0,0
0000000345,0000068800,034156,064325,-98479,004995,-07272,002193,0,0
0000000346,0000069000,028184,069006,-97188,005163,-07126,001879,0,0
0000000347,0000069200,022101,073413,-95515,005315,-06961,001562,0,0
0000000348,0000069400,015931,077533,-93468,005450,-06778,001247,0,0
0000000349,0000069600,009699,081345,-91051,005562,-06583,000933,0,0
0000000350,0000069800,003428,084836,-88273,005660,-06369,000625,0,0
0000000351,0000070000,-02855,087995,-85148,005736,-06143,000319,0,0
0000000352,0000070200,-09129,090802,-81685,005794,-05905,000023,0,0
0000000353,0000070400,-15367,093256,-77900,005831,-05655,-00269,0,0
0000000354,0000070600,-21544,095337,-73811,005849,-05393,-00549,0,0
0000000355,0000070800,-27635,097043,-69426,005846,-05118,-00821,0,0
0000000356,0000071000,-33617,098368,-64772,005822,-04837,-01083,0,0
0000000357,0000071200,-39467,099305,-59858,005779,-04547,-01334,0,0
0000000358,0000071400,-45161,099848,-54710,005715,-04248,-01572,0,0
0000000359,0000071600,-50676,099998,-49345,005633,-03946,-01798,0,0
0000000360,0000071800,-55992,099753,-43784,005532,-03641,-02005,0,0
0000000361,0000072000,-61089,099112,-38053,005413,-03330,-02200,0,0
0000000362,0000072200,-65941,098084,-32172,005273,-03015,-02377,0,0
0000000363,0000072400,-70534,096668,-26163,005117,-02704,-02539,0,0
0000000364,0000072600,-74849,094867,-20050,004943,-02390,-02686,0,0
0000000365,0000072800,-78871,092694,-13858,004751,-02078,-02811,0,0
0000000366,0000073000,-82579,090158,-07611,004546,-01770,-02918,0,0
0000000367,0000073200,-85960,087262,-01337,004323,-01465,-03006,0,0
0000000368,0000073400,-89006,084024,004946,004088,-01166,-03076,0,0
0000000369,0000073600,-91698,080454,011208,003841,-00873,-03125,0,0
0000000370,0000073800,-94026,076566,017425,003579,-00589,-03156,0,0
0000000371,0000074000,-95985,072376,023574,003307,-00311,-03168,0,0
0000000372,0000074200,-97566,067899,029629,003026,-00046,-03156,0,0
0000000373,0000074400,-98762,063156,035571,002733,000210,-03128,0,0
0000000374,0000074600,-99568,058163,041369,002437,000454,-03079,0,0
0000000375,0000074800,-99980,052939,047003,002129,000686,-03009,0,0
0000000376,0000075000,-99998,047509,052453,001821,000902,-02921,0,0
0000000377,0000075200,-99623,041888,057696,001504,001104,-02814,0,0
0000000378,0000075400,-98851,036105,062711,001186,001293,-02689,0,0
0000000379,0000075600,-97691,030178,067481,000869,001464,-02545,0,0
0000000380,0000075800,-96147,024133,071982,000548,001616,-02387,0,0
0000000381,0000076000,-94221,017992,076200,000228,001754,-02206,0,0
0000000382,0000076200,-91927,011779,080115,-00089,001873,-02014,0,0
0000000383,0000076400,-89265,005520,083716,-00403,001974,-01807,0,0
0000000384,0000076600,-86253,-00760,086985,-00711,002056,-01581,0,0
0000000385,0000076800,-82902,-07038,089911,-01016,002117,-01346,0,0
0000000386,0000077000,-79222,-13288,092484,-01312,002160,-01096,0,0
0000000387,0000077200,-75230,-19483,094690,-01599,002184,-00833,0,0
0000000388,0000077400,-70943,-25605,096525,-01880,002187,-00562,0,0
0000000389,0000077600,-66374,-31623,097977,-02148,002172,-00278,0,0
0000000390,0000077800,-61543,-37519,099042,-02405,002135,000011,0,0
0000000391,0000078000,-56468,-43265,099717,-02649,002080,000307,0,0
0000000392,0000078200,-51173,-48841,099998,-02881,002007,000612,0,0
0000000393,0000078400,-45674,-54221,099885,-03098,001912,000921,0,0
0000000394,0000078600,-39995,-59391,099375,-03299,001800,001232,0,0
0000000395,0000078800,-34160,-64326,098478,-03485,001671,001549,0,0
0000000396,0000079000,-28188,-69007,097187,-03653,001522,001864,0,0
0000000397,0000079200,-22105,-73414,095514,-03806,001357,002181,0,0
0000000398,0000079400,-15935,-77534,093467,-03940,001177,002495,0,0
0000000399,0000079600,-09703,-81346,091050,-04056,000979,002810,0,0
